Text Slug,,#char,#words,LW #char,2-line #char,max rows,Bal #row,,Min Slope,Lx1 cells,Max Slope,2xH cells,,Graphic text sticker,Magic text Sticker,,OccasionScore0,OccasionScore1,OccasionScore2,OccasionScore3,,Automation,,keyword 1,keyword 2,keyword 3,keyword 4,keyword 5,keyword 6,keyword 7,keyword 8,keyword 9,keyword 10,keyword 11,keyword 12,,
hockey-dad,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hockey-mom,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hockey-players-have-goals,,25,4,7,12,4,4,,0.12,9,1.33,3,,0,1,,,,,"sports-and-hobbies, year-in-review, everyday, life-stories",,Yes,,hockey,,,,,,,,,,,,,
hockey-rules,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,"sports-and-hobbies, year-in-review, everyday, life-stories",,Yes,,hockey,,,,,,,,,,,,,
hockey-shots,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,"sports-and-hobbies, year-in-review, everyday, life-stories",,Yes,,hockey,,,,,,,,,,,,,
hockey-with-heart,,17,3,6,8,3,3,,0.18,6,1.50,3,,0,1,,,,,"sports-and-hobbies, year-in-review, everyday, life-stories",,Yes,,hockey,,,,,,,,,,,,,
holiday-celebration,,19,2,11,9,2,2,,0.16,7,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
holiday-fun,,11,2,7,5,2,2,,0.27,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
holiday-memories,,16,2,8,8,2,2,,0.19,6,0.67,2,,1,1,,,,,,,no,,,,,,,,,,,,,,,
holiday-tradition,,17,2,9,8,2,2,,0.18,6,0.67,2,,0,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
holiday-wishes-come-true,,24,4,7,12,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
holly-jolly,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,,,"family, year-in-review, seasonal-holidays",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
holly-jolly-christmas,,21,3,9,10,3,3,,0.14,7,1.00,2,,0,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
home-is-where-the-heart-is,,26,6,5,13,6,5,,0.12,9,2.50,5,,1,1,,,,,,,No,,,,,,,,,,,,,,,
home-is-where-the-hugs-are,,26,6,5,13,6,5,,0.12,9,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
home-is-where-the-warmth-is,,27,6,6,13,6,4,,0.11,9,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
home-of-the-awesome,,19,4,7,9,4,3,,0.16,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
home-run,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,"sports-and-hobbies, kids, everyday, life-stories",,,Yes,,baseball,,,,,,,,,,,,,
home-sweet-home,,15,3,5,7,3,3,,0.20,5,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
homecoming,,10,1,10,n/a,1,1,,0.30,4,0.25,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
honor-society,,13,2,7,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hoop-practice,,13,2,8,6,2,2,,0.23,5,0.67,2,,0,1,,,,"family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,Yes,,basketball,,,,,,,,,,,,,
hope-everyone-is-buckled-in,,27,5,8,13,5,3,,0.11,9,1.00,2,,0,1,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,,Yes,,car seat:all,kid:all,,,,,,,,,,,,
how-wonderful-life-is,,21,4,9,10,4,2,,0.14,7,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
huddle-up,,9,2,6,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
hugs-kisses-love,,16,3,6,8,3,3,,0.19,6,1.50,3,,0,1,,,,"baby, kids, birthday, year-in-review, seasonal-holidays, everyday, life-stories, family, baby-shower",,,Yes,,kiss,hugging,kissing,,,,,,,,,,,
husband-and-wife,,16,3,7,8,3,2,,0.19,6,0.67,2,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
i-am-so-proud-of-you,,20,6,5,10,6,3,,0.15,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-got-this-figured-out,,22,5,7,11,5,3,,0.14,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-heart-dad,,11,3,5,5,3,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-heart-you,,11,3,5,5,3,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-love-my-teacher,,17,4,7,8,4,2,,0.18,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-love-vacay,,12,3,5,6,3,2,,0.25,4,1.00,2,,0,1,,,travel,,,,Yes,,person:all,smile:all,fun:all,,,,,,,,,,,
i-love-you,,10,3,4,5,3,2,,0.30,4,1.00,2,,1,1,,,baby,,,,Yes,,baby,newborn,,,,,,,,,,,,
i-love-you-more,,15,4,4,7,4,3,,0.20,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-rolled-over,,13,3,6,6,3,2,,0.23,5,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
i-see-nature-smiling-back-at-me,,31,7,7,15,7,4,,0.10,11,1.33,3,,1,1,,,,"travel, year-in-review, seasonal-holidays, family",,,Yes,,mountain,landscape,hiking,,,,,,,,,,,
i-spy,,5,2,3,2,2,2,,0.60,2,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
ice-capades,,11,2,7,5,2,2,,0.27,4,0.67,2,,0,1,,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories, sports-and-hobbies",,Yes,,ice skating,,,,,,,,,,,,,
ice-ice-baby,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,No,,baseball,winter,,,,,,,,,,,,
icing-icing,,11,2,5,5,2,2,,0.27,4,1.00,2,,0,1,,,,,"sports-and-hobbies, kids, everyday, life-stories",,Yes,,hockey,,,,,,,,,,,,,
if-walls-could-speak,,20,4,5,10,4,4,,0.15,7,2.00,4,,0,1,,,,travel,,,Yes,,archaeology:all,wall:all,,,,,,,,,,,,
if-your-dreams-dont-scare-you-they-are-not-big-enough,,53,11,6,26,11,8,,0.06,18,4.00,8,,0,1,,,,,,,No,,,,,,,,,,,,,,,
ill-have-todays-special,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
Im-crawling,S,11,2,8,5,2,2,,0.27,4,0.67,2,,0,1,,,,,baby,,Yes,,crawling,,,,,,,,,,,,,
Im-your-biggest-fan,,19,4,7,9,4,3,,0.16,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
imagination-is-more-important-than-knowledge-albert-einstein,,60,8,11,30,8,5,,0.05,20,1.25,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
immortal-art,,12,2,8,6,2,2,,0.25,4,0.67,2,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,art,art gallery,painting,stained glass,stained wood,statue,sculpture,pottery,,,,,,
imperfectly-perfect,,19,2,11,9,2,2,,0.16,7,0.50,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
in-dreams-and-in-love-there-are-endless-possibilities,,53,9,13,26,9,4,,0.06,18,0.80,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-dreams-and-love-there-are-no-impossibilities,,47,8,15,23,8,3,,0.06,16,0.60,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-loving-you-i-am-forever-changed,,34,7,7,17,7,4,,0.09,12,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-one-classroom,,16,3,9,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-our-classroom,,16,3,9,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-recognition-of,,17,3,11,8,3,2,,0.18,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-search-of-soul,,17,4,6,8,4,3,,0.18,6,1.50,3,,0,1,,,,,travel,,Yes,,church:all,cross:all,,,,,,,,,,,,
in-the-classroom,,16,3,9,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
in-the-jungle,,13,3,6,6,3,2,,0.23,5,1.00,2,,0,1,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,,Yes,,jungle,forest,woodland,,,,,,,,,,,
in-the-stands,,13,3,6,6,3,2,,0.23,5,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
incredible,,10,1,10,n/a,1,1,,0.30,4,0.25,1,,0,1,,"travel, family, seasonal-holidays, everyday, life-stories, year-in-review",,,,,Yes,,church,landscape,monument,architecture,sunset,cathedral,temple,red sky,waterfront,metropolis,pier,dome,,
instant-overwhelming-unending-love,,34,4,12,17,4,3,,0.09,12,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
it-doesnt-get-better,,20,4,6,10,4,3,,0.15,7,1.50,3,,0,1,,"travel, family, seasonal-holidays, everyday, life-stories, year-in-review, kids",,,,,Yes,,landscape,monument,sunrise,sunset,glacier,red sky,waterfall,mountain range,dome,landmark,architecture,,,
it-was-love-at-first-sight,,26,6,5,13,6,5,,0.12,9,2.50,5,,0,1,,,,baby,,,Yes,,newborn,baby,clinic,,,,,,,,,,,
its-a-boy,,9,3,3,4,3,3,,0.33,3,3.00,6,,1,1,,,,,,,No,,,,,,,,,,,,,,,
its-a-girl,,10,3,4,5,3,2,,0.30,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
its-a-girl-thing,,16,4,5,8,4,3,,0.19,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
its-a-spring-thing,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
its-a-surprise,,14,3,8,7,3,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
its-about-the-journey,,21,4,7,10,4,3,,0.14,7,1.00,2,,1,1,,,,"travel, year-in-review, seasonal-holidays, family",,,Yes,,hiking,,,,,,,,,,,,,
its-going-down,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
its-good,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
its-good-to-be-lazy-sometimes,,29,6,9,14,6,3,,0.10,10,1.00,2,,0,1,,,,,"travel, family, seasonal-holidays, everyday, life-stories, year-in-review, kids",,Yes,,hammock:all,person:all,,,,,,,,,,,,
its-party-time,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories, special-celebrations, birthday, baby-shower",,,Yes,,cocktail,party,party hat,,,,,,,,,,,
its-time-for-food,,17,4,4,8,4,4,,0.18,6,2.00,4,,0,1,,,,,"travel, everyday, life-stories, kids, year-in-review, special-celebrations, baby-shower, travel, everyday, life-stories, kids, special-celebrations",,Yes,,food,pasta,pizza,eating,,,,,,,,,,
jack-of-all-trades,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
jetset,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,0,1,,,,,travel,,Yes,,aircraft,airliner,airplane,airport,,,,,,,,,,
jingle-all-the-way,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
joy,,3,1,3,n/a,1,1,,1.00,1,1.00,2,,1,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,smile,laughing,happy,,,,,,,,,,,
joy-and-cheer,,13,3,5,6,3,3,,0.23,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
joy-and-love,,12,3,4,6,3,3,,0.25,4,1.50,3,,1,1,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories, special-celebrations, birthday, baby-shower",,,,Yes,,laughing,smile,,,,,,,,,,,,
joyful,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,1,1,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories, special-celebrations, birthday, baby-shower",,,,Yes,,laughing,smile,,,,,,,,,,,,
jumping-and-tumbling,,20,3,8,10,3,3,,0.15,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
jumping-for-joy-is-a-good-exercise,,34,7,8,17,7,4,,0.09,12,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
junior-picasso-party,,20,3,7,10,3,3,,0.15,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
junior-year,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
just-a-little-higher,,20,4,6,10,4,3,,0.15,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
just-chillin,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,"family, year-in-review, everyday,",,yes,,hammock:all,person:all,,,,,,,,,,,,
just-fishin,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,"family, year-in-review, everyday,",,No,,fishing:all,person:all,,,,,,,,,,,,
just-married,,12,2,7,6,2,2,,0.25,4,0.67,2,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
just-two-of-us,,14,4,4,7,4,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
keep-calm-and-travel-on,,23,5,6,11,5,4,,0.13,8,2.00,4,,0,1,,travel,,,,,Yes,,,,,,,,,,,,,,,
keep-life-simple,,16,3,6,8,3,3,,0.19,6,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
kicking-back,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
kids-rock,,9,2,4,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
king-of-the-pool,,16,4,4,8,4,4,,0.19,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
lake-calling,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids",,,,Yes,,lake:all,pond:all,landscape:all,panoramic:all,,,,,,,,,,
land-of-toys,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,,,,"baby, kids, year-in-review, family",,Yes,,toy:all,play area:toy,,,,,,,,,,,,
landmark-spotting,,17,2,8,8,2,2,,0.18,6,0.67,2,,0,1,,,"travel, year-in-review, seasonal-holidays, family",,,,Yes,,monument,landmark,,,,,,,,,,,,
language-arts,,13,2,8,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
last-day,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
last-team-standing,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
laugh-often-love-always,,23,4,6,11,4,4,,0.13,8,2.00,4,,0,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations",,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
laughter,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,,,No,,person:all,laughing:all,,,,,,,,,,,,
learn-grow-happy-love-smile,,27,5,5,13,5,5,,0.11,9,2.50,5,,1,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,smile:all,child:all,,,,,,,,,,,,
learning-in-the-classroom,,25,4,9,12,4,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
learning-outside-the-classroom,,30,4,9,15,4,3,,0.10,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
let-go-and-hang-loose,,21,5,5,10,5,4,,0.14,7,2.00,4,,0,1,,"travel, family, seasonal-holidays, everyday, life-stories, year-in-review, kids",,,,,Yes,,beach:all,sand:all,person:all,,,,,,,,,,,
let-it-go,,9,3,3,4,3,3,,0.33,3,3.00,6,,0,1,,,,,,,No,,,,,,,,,,,,,,,
let-it-snow,,11,3,4,5,3,3,,0.27,4,1.50,3,,1,1,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids",,,,Yes,,winter:all,snowman:all,,,,,,,,,,,,
let-new-adventures-begin,,24,4,10,12,4,3,,0.13,8,0.75,2,,0,1,,,"baby, travel, kids, birthday, year-in-review, everyday, life-stories, family, sports-and-hobbies, seasonal-holidays",,,,Yes,,sport,adventure,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
let-the-games-begin,,19,4,5,9,4,4,,0.16,7,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
let-the-good-times-roll,,23,5,5,11,5,4,,0.13,8,2.00,4,,0,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
let-the-magic-begin,,19,4,5,9,4,4,,0.16,7,2.00,4,,0,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
let-your-smile-shine,,20,4,5,10,4,4,,0.15,7,2.00,4,,1,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations",,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
let-your-spirit-shine,,21,4,6,10,4,3,,0.14,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
lets-be-unpredictable-enjoy-the-ride,,36,6,13,18,6,3,,0.08,12,0.60,2,,0,1,,,"travel, family, seasonal-holidays, everyday, life-stories, year-in-review, kids",,,,Yes,,amusement park,theme park,,,,,,,,,,,,
lets-celebrate,,14,2,9,7,2,2,,0.21,5,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
lets-get-away,,13,3,4,6,3,3,,0.23,5,1.50,3,,0,1,,,travel,,"travel, year-in-review, family, everyday",,Yes,,airplane,airport,train station,,,,,,,,,,,
lets-get-creative,,17,3,8,8,3,2,,0.18,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
lets-get-moving,,15,3,6,7,3,3,,0.20,5,1.50,3,,0,1,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,,Yes,,airplane,airport,train station,,,,,,,,,,,
lets-get-this-party-started,,27,5,7,13,5,4,,0.11,9,1.33,3,,0,1,,,,,wedding,,yes,,person:all,party:all,fun:all,,,,,,,,,,,
lets-party,,10,2,5,5,2,2,,0.30,4,1.00,2,,1,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories, special-celebrations, birthday, baby-shower",,,Yes,,person:all,party:all,fun:all,,,,,,,,,,,
lets-play,,9,2,4,4,2,2,,0.33,3,1.00,2,,1,1,,"sports-and-hobbies, kids, everyday",,,,,Yes,,playground,play,basketball,baseball,football,soccer,hockey,,,,,,,
lets-start-with-forever,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
library-time,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
life-in-wanderlust,,18,3,10,9,3,2,,0.17,6,0.50,1,,0,1,,travel,,,,,Yes,,,,,,,,,,,,,,,
life-is-a-game-baseball-is-serious,,34,7,8,17,7,4,,0.09,12,1.33,3,,0,1,,,,,"sports-and-hobbies, everyday, life-stories, year-in-review",,Yes,,baseball,,,,,,,,,,,,,
life-is-a-journey,,17,4,7,8,4,2,,0.18,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
life-is-beautiful,,17,3,9,8,3,2,,0.18,6,0.67,2,,1,1,,"baby, kids, birthday, year-in-review, seasonal-holidays, everyday, life-stories, family, baby-shower, travel, wedding",,,,,Yes,,smile,happy,,,,,,,,,,,,
life-is-better-together,,23,4,8,11,4,3,,0.13,8,1.00,2,,0,1,,family,,wedding,,,Yes,,person:all,kissing:all,,,,,,,,,,,,
life-is-good,,12,3,4,6,3,3,,0.25,4,1.50,3,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, birthday, special-celebrations",,,,,Yes,,person:all,smile:all,happy:all,,,,,,,,,,,
life-is-good-capture-the-stories,,32,6,7,16,6,4,,0.09,11,1.33,3,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,child:all,laughing:all,happy:all,,,,,,,,,,,
life-is-sweeter-together,,24,4,8,12,4,3,,0.13,8,1.00,2,,0,1,,,,,,,yes,,person:all,kissing:all,,,,,,,,,,,,
life-is-too-important-to-take-seriously,,39,7,9,19,7,4,,0.08,13,1.33,3,,0,1,,,,,,,No,,person:all,happy:all,party:all,laughing:all,fun:all,,,,,,,,,
life-looks-better-underwater,,28,4,10,14,4,3,,0.11,10,0.75,2,,0,1,,,,"travel, family, year-in-review, everyday",,,Yes,,scuba diving,snorkeling,aquarium,Sea life,,,,,,,,,,
lifes-a-parade,,14,3,6,7,3,2,,0.21,5,1.00,2,,0,1,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,,Yes,,parade:all,people:all,,,,,,,,,,,,
lifes-better-with-a-pet,,23,5,6,11,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
lifes-most-precious-gift-family-and-friends,,43,7,8,21,7,5,,0.07,15,1.67,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
lighting-up-the-skies,,21,4,8,10,4,3,,0.14,7,1.00,2,,0,1,,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,Yes,,fireworks,aurora,,,,,,,,,,,,
lil-bundle-of-joy,,17,4,6,8,4,3,,0.18,6,1.50,3,,0,1,,,,"family, baby, birthday, year-in-review, everyday, life-stories, seasonal-holidays",,,Yes,,newborn,baby,,,,,,,,,,,,
little-adventures,,17,2,10,8,2,2,,0.18,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
little-baby-big-blessing,,24,4,8,12,4,3,,0.13,8,1.00,2,,0,1,,,,"baby, birthday, year-in-review",,,Yes,,newborn,baby,,,,,,,,,,,,
little-learner,,14,2,7,7,2,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
little-loves,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,"family, kids, baby, year-in-review, seasonal-holidays",,,,,Yes,,baby,child,kid,,,,,,,,,,,
little-man,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
little-moments,,14,2,7,7,2,2,,0.21,5,0.67,2,,0,1,,"baby, kids, everyday, life-stories, year-in-review",,,,,Yes,,baby,newborn,kid,,,,,,,,,,,
little-moments-big-memories,,27,4,8,13,4,3,,0.11,9,1.00,2,,1,1,,"family, kids, baby, year-in-review, seasonal-holidays",,,,,Yes,,baby,child,kid,laughing,smile,,,,,,,,,
little-pool-loads-of-fun,,24,5,6,12,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
little-princess,,15,2,8,7,2,2,,0.20,5,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
little-sport,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
little-toes,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,baby,,Yes,,baby:all,toe:all,,,,,,,,,,,,
live-believe-create-remember-laugh-love-dream,,45,7,8,22,7,5,,0.07,15,1.67,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
live-breathe-ski,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, sports-and-hobbies",,Yes,,skiing,,,,,,,,,,,,,
live-for-the-moments-that-you-cant-put-into-words,,49,10,7,24,10,6,,0.06,17,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
live-in-the-sunshine,,20,4,8,10,4,3,,0.15,7,1.00,2,,1,1,,"family, kids, baby, year-in-review, seasonal-holidays",,,,,Yes,,sunlight,sun,sunglasses,sun hat,,,,,,,,,,
live-life-in-full-bloom,,23,5,5,11,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
live-love-laugh,,15,3,5,7,3,3,,0.20,5,1.50,3,,1,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,kissing:all,,,,,,,,,,,,
live-love-remember,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,kissing:all,,,,,,,,,,,,
live-out-laugh,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
live-out-loud,,13,3,4,6,3,3,,0.23,5,1.50,3,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,Yes,,music,musician,music band,party,concert,audience,concert,rock concert,musical instrument,,,,,
live-out-loud-create-memories,,29,5,8,14,5,4,,0.10,10,1.33,3,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,Yes,,music,musician,music band,party,concert,audience,concert,rock concert,musical instrument,,,,,
live-the-moment,,15,3,6,7,3,3,,0.20,5,1.50,3,,0,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,dance,laughing,smile,kid,party,,,,,,,,,
live-to-laugh,,13,3,5,6,3,3,,0.23,5,1.50,3,,0,1,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
live-well-love-often,,20,4,5,10,4,4,,0.15,7,2.00,4,,1,1,,,,,,,No,,,,,,,,,,,,,,,
living-history,,14,2,7,7,2,2,,0.21,5,0.67,2,,0,1,,,,"travel, year-in-review, seasonal-holidays, family",,,Yes,,castle,monument,ruins,archaeology,stonehenge,cathedral,,,,,,,,
living-in-the-moment,,20,4,6,10,4,3,,0.15,7,1.50,3,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,person:all,dance:all,party:all,laughing:all,,,,,,,,,,
